source_id,lensComponentSourceId,_source_rank,epoch_obs_jd,flux_obs,flux_obs_error,n_points_in_bin,pre_bin_index,pre_bin_start_day,pre_bin_end_day,isFluxCalibrated,_pre_keep,_pre_removed_reason,pre_rolling_median,pre_rolling_sigma_hybrid,pre_n_neighbors_used,pre_local_z
2293705259836999296,2293705259836999361,82,2457089.3866509586,144.76702880859375,7.36591911315918,1,0,2457089.3866509586,2457093.3866509586,True,True,adaptive_rolling_hybrid_outlier,134.67353439331055,2.064432354255,10,4.889234754764189
2293705259836999296,2293705259836999361,82,2457784.758698131,144.48158264160156,6.570941925048828,1,173,2457781.3866509586,2457785.3866509586,True,True,adaptive_rolling_hybrid_outlier,134.29142379760742,2.487609896236798,10,4.096365294015589
2293705259836999296,2293705259836999361,82,2458566.1070798375,123.2061653137207,6.9299585819244385,2,369,2458565.3866509586,2458569.3866509586,True,True,adaptive_rolling_hybrid_outlier,131.53458404541016,1.1157726709812366,10,-7.464261267812956
2293705259836999296,2293705259836999361,82,2458753.5091186734,126.86635208129883,7.163622856140137,2,416,2458753.3866509586,2458757.3866509586,True,True,adaptive_rolling_hybrid_outlier,131.53458404541016,1.1157726709812366,10,-4.183855802818665
2313973730197718656,2313973730197718721,84,2457006.0800432134,345.6787872314453,9.728842735290527,2,7,2457002.3835234405,2457006.3835234405,True,True,adaptive_rolling_hybrid_outlier,287.5884552001953,9.913217001139405,10,5.85988706033301
2313973730197718656,2313973730197718721,84,2458407.0650763805,340.4113830566406,8.073322010040282,5,358,2458406.3835234405,2458410.3835234405,True,True,adaptive_rolling_hybrid_outlier,300.5005187988281,8.989086120792766,10,4.439924562019065
2313973730197718656,2313973730197718723,86,2458277.1037634397,297.9526672363281,8.197636365890503,2,325,2458274.3835238386,2458278.3835238386,True,True,adaptive_rolling_hybrid_outlier,277.53977711995446,4.047392047281121,10,5.0434674669300295
2313973730197718656,2313973730197718725,83,2457524.9142667484,231.8627166748047,9.946528434753418,1,137,2457522.383522724,2457526.383522724,True,True,adaptive_rolling_hybrid_outlier,207.88741302490234,5.929075405852022,10,4.043683375360452
2313973730197718656,2313973730197718725,83,2457900.805684979,257.12799072265625,7.8418128490448,2,231,2457898.383522724,2457902.383522724,True,True,adaptive_rolling_hybrid_outlier,211.71812362670897,6.408683150592745,10,7.085678294416424
2313973730197718656,2313973730197718727,85,2457854.2547255885,136.48488998413086,6.444825172424316,2,219,2457850.383523588,2457854.383523588,True,True,adaptive_rolling_hybrid_outlier,102.42959976196289,8.473901512765485,10,4.018844232596458
2313973730197718656,2313973730197718727,85,2458505.6040262966,56.620567321777344,7.233282089233398,1,382,2458502.383523588,2458506.383523588,True,True,adaptive_rolling_hybrid_outlier,100.75682258605957,8.4294686718726,10,-5.235947481667002
2313973730197718656,2313973730197718727,85,2458690.004439869,65.77381896972656,4.663541316986084,1,428,2458686.383523588,2458690.383523588,True,True,adaptive_rolling_hybrid_outlier,100.75682258605957,8.4294686718726,10,-4.150084065566799
2313973730197718656,2313973730197718727,85,2458787.275418485,48.89924621582031,24.19049170938799,1,453,2458786.383523588,2458790.383523588,False,True,adaptive_rolling_hybrid_outlier,100.75682258605957,8.4294686718726,10,-6.15193891677625
2321356023065144320,2321356023065144385,88,2457045.881718157,167.03382110595703,13.685822458983422,2,44,2457042.183917744,2457046.183917744,,True,adaptive_rolling_hybrid_outlier,142.0860315958659,5.813068231179258,10,4.291673264091403
2321356023065144320,2321356023065144385,88,2458506.819468854,158.3170928955078,24.952449798583984,2,410,2458506.183917744,2458510.183917744,True,True,adaptive_rolling_hybrid_outlier,143.6918487548828,3.1664802104868386,10,4.618770107006734
2321356023065144320,2321356023065144387,89,2457203.67369244,80.25569152832031,19.470482117161488,1,61,2457200.1301418915,2457204.1301418915,False,True,adaptive_rolling_hybrid_outlier,107.06134907488283,3.0843933585447267,10,-8.69073896567133
