source_id,comp_A_reference,comp_B,sample,valid,cost,loo_score,bic_like,K,df_eff,n_overlap,error,delay_A reference,delay_B,pair_delay_B_minus_A reference
1618050348048027648,1618050348048027713,1618050348048027715,0,True,0.13616997225118532,0.13616997225118532,0.8150797571447495,14,15.033371964040235,99,,0.0,-22.719194022331887,-22.719194022331887
1618050348048027648,1618050348048027713,1618050348048027715,1,True,0.12668748984894787,0.12668748984894787,0.7935852200425205,14,14.797681190342974,99,,0.0,-15.058963209407692,-15.058963209407692
1618050348048027648,1618050348048027713,1618050348048027715,2,True,0.20635377961580928,0.20635377961580928,0.8282653886928604,14,14.301671905703195,99,,0.0,-26.302475963076105,-26.302475963076105
1618050348048027648,1618050348048027713,1618050348048027715,3,True,0.272193353750492,0.272193353750492,0.8811583300356889,14,13.75484602707844,99,,0.0,-18.765860783366954,-18.765860783366954
1618050348048027648,1618050348048027713,1618050348048027715,4,True,0.16174527946004466,0.16174527946004466,0.790382177923554,14,14.142477347650939,99,,0.0,-22.014883136348626,-22.014883136348626
1618050348048027648,1618050348048027713,1618050348048027715,5,True,0.19228530721619283,0.19228530721619283,0.8133048929848253,14,14.178597270860772,99,,0.0,-29.3585744753942,-29.3585744753942
1618050348048027648,1618050348048027713,1618050348048027715,6,True,0.1714856573320131,0.1714856573320131,0.8084227094149534,14,14.403489524944156,99,,0.0,-22.719194022331887,-22.719194022331887
1618050348048027648,1618050348048027713,1618050348048027715,7,True,0.15267680640267886,0.15267680640267886,0.8108410308181553,14,14.50076010250288,99,,0.0,-19.250733784526314,-19.250733784526314
1618050348048027648,1618050348048027713,1618050348048027715,8,True,0.1417532792042608,0.1417532792042608,0.7610817880673063,14,13.497415414296121,97,,0.0,-64.80618904302563,-64.80618904302563
1618050348048027648,1618050348048027713,1618050348048027715,9,True,0.2800165380088808,0.2800165380088808,0.8723238939445384,14,13.736243736500327,99,,0.0,-22.731517540018704,-22.731517540018704
1618050348048027648,1618050348048027713,1618050348048027715,10,True,0.23265137919021486,0.23265137919021486,0.8599125315210236,14,14.382272589688654,99,,0.0,-18.796992481203006,-18.796992481203006
1618050348048027648,1618050348048027713,1618050348048027715,11,True,0.18418429965839828,0.18418429965839828,0.830257496762201,14,14.394129675755202,99,,0.0,-19.964723596414284,-19.964723596414284
1618050348048027648,1618050348048027713,1618050348048027715,12,True,0.1626718063357917,0.1626718063357917,0.7378508279735088,14,12.803693268767962,98,,0.0,39.75696544154354,39.75696544154354
1618050348048027648,1618050348048027713,1618050348048027715,13,True,0.2231959438060068,0.2231959438060068,0.8177084288247706,14,13.376393368012176,99,,0.0,0.19097454036381145,0.19097454036381145
1618050348048027648,1618050348048027713,1618050348048027715,14,True,0.24157269049410574,0.24157269049410574,0.8523901381629522,14,13.753429845023076,99,,0.0,-16.61912032671774,-16.61912032671774
