source_id,comp_A_reference,comp_B,sample,valid,cost,loo_score,bic_like,K,df_eff,n_overlap,error,delay_A reference,delay_B,pair_delay_B_minus_A reference
347285940250887296,347285940250887361,347285940250887363,0,True,0.19944152649808408,0.19944152649808408,0.9872073864597314,17,12.93252924258445,65,,0.0,60.21242713028896,60.21242713028896
347285940250887296,347285940250887361,347285940250887363,1,True,0.19877144413896644,0.19877144413896644,0.9966618827492126,17,13.397130921319087,66,,0.0,20.985001804317328,20.985001804317328
347285940250887296,347285940250887361,347285940250887363,2,True,0.21391834129919915,0.21391834129919915,1.0405392014192052,17,13.761678261307345,65,,0.0,44.69766551379712,44.69766551379712
347285940250887296,347285940250887361,347285940250887363,3,True,0.18924769762745838,0.18924769762745838,0.9849467038159901,17,13.189291937015641,65,,0.0,27.028958977496977,27.028958977496977
347285940250887296,347285940250887361,347285940250887363,4,True,0.13003946388857668,0.13003946388857668,0.9536952015228636,17,13.387250550427634,65,,0.0,-22.098682117938935,-22.098682117938935
347285940250887296,347285940250887361,347285940250887363,5,True,0.23298774935103367,0.23298774935103367,0.9888116097714218,17,12.80803336931703,65,,0.0,74.40104189841595,74.40104189841595
347285940250887296,347285940250887361,347285940250887363,6,True,0.18910953704745495,0.18910953704745495,0.9411226064446965,17,12.63385398999905,66,,0.0,-4.201757218165325,-4.201757218165325
347285940250887296,347285940250887361,347285940250887363,7,True,0.15595930474416406,0.15595930474416406,0.9390285475096545,17,12.672577179318711,66,,0.0,-0.09919965333586134,-0.09919965333586134
347285940250887296,347285940250887361,347285940250887363,8,True,0.2918561159673572,0.2918561159673572,0.9696764203819956,17,12.212810448951949,65,,0.0,126.26783535111853,126.26783535111853
347285940250887296,347285940250887361,347285940250887363,9,True,0.24596983595634608,0.24596983595634608,0.9937132479086056,17,13.293844986921748,66,,0.0,18.032702543867018,18.032702543867018
347285940250887296,347285940250887361,347285940250887363,10,True,0.17835789920270087,0.17835789920270087,0.9524808758056241,17,12.11440518898736,60,,0.0,184.21052631578948,184.21052631578948
347285940250887296,347285940250887361,347285940250887363,11,True,0.1774735110051448,0.1774735110051448,0.9462798069593106,17,12.687037213905683,66,,0.0,-7.201393346149024,-7.201393346149024
